id,keyword,phonetic_code
2011,removing-bullet,R5152
4994,canal,C54
2689,bank-robber,B5261
1525,question,Q235
4704,christmas-tree,C6235
4281,picture-of-the-devil,P2361
2819,glamour,G456
5436,crane,C65
5191,penguin,P525
2179,pro-life,P641
3965,cutting-self,C3524
3670,the-clap,T241
5399,landscaper,L5321
5098,x-ray,X6
1348,boston-massachusetts,B2352
5298,antique-dealer,A5323
2279,facial-scratch,F2426
4836,accidental-death,A2353
4159,making-bed,M2521
2841,forced-marriage,F6235
178,surprise-ending,S6162
5973,stop-motion-animation,S3153
2489,breasts,B6232
2607,electric-appliance,E4236
3799,insect,I523
2658,closeted-homosexual,C4235
3633,wrinkle,W6524
1636,amphetamine,A5135
2805,hit-with-a-telephone,H3415
937,mythological-beasts,M3424
116,empty-grave,E5132
5271,waxing,W252
5472,nasa,N2
814,rap-music,R152
2528,university-of-michigan,U5162
885,pervert,P6163
957,alien,A45
4712,obsessive-compulsive-disorder,O1212
3979,bank-note,B5253
1418,wisecrack-humor,W2625
5012,lindy-hop,L531
4310,stable,S314
4761,fencer,F526
2668,bush-party,B2163
4232,set-of-keys,S312
4364,spoon,S15
3639,blow-job,B421
2238,tv-show,T12
2102,spoof,S1
959,cover-up,C161
4882,paternity,P3653
5103,carbon-monoxide-poisoning,C6152
4117,male-with-female-friend,M4315
1754,rocket-launcher,R2345
2470,dance-contest,D5253
4173,roman-catholic,R5234
47,non-fiction,N5123
4087,malice,M42
5626,traveling,T6145
3497,reunion,R5
3730,tv-reporter,T1616
4168,radio-interview,R3536
2347,drug-lord,D6246
1698,observational-documentary,O1261
4052,belief-in-god,B4152
4825,erotic-art,E6326
3531,country-house,C5362
690,christmas-with-family,C6235
3111,bulimia,B45
982,web-series,W1262
1167,caught-having-sex,C2315
5934,fuel-leak,F42
1034,sexy,S2
2514,survivor,S616
785,deputy,D13
2609,egypt,E213
4581,slum,S45
4492,unpaid-bill,U5131
746,cheerleader,C6436
2798,apb,A1
3061,egg,E2
798,good-deed,G3
57,lottery,L36
1248,hippie,H1
2197,usa,U2
4905,stream-of-consciousness,S3651
313,frog,F62
3611,french-restaurant,F6526
4416,possession,P25
4610,parliament,P6453
2639,number-7-in-title,N5165
3416,cleaning-woman,C4525
3932,porch,P62
52,musician,M25
3596,infection,I5123
2034,salt-river-arizona,S4361
2399,rabbit,R13
3664,penis,P52
199,strip-joint,S3612
5202,sculptor,S2413
2372,real-crime,R4265
824,1980s,S
1369,presidential-candidate,P6235
1353,st.-louis-missouri,S3425
967,critic,C632
4908,cult-director,C4362
273,bottle-of-beer,B3416
4627,executor,E236
3163,spying,S152
5326,murder-for-profit,M6361
1537,villain,V45
5844,carrot,C63
1753,rape,R1
5256,biblical-quote,B1424
5982,tickling,T2452
4695,brownstone,B6523
4367,toddler,T346
3260,panic,P52
1463,first-date,F623
4289,typewriter,T1636
5498,voyager-golden-record,V2624
3542,cupboard,C163
175,killer-clown,K4624
3753,screaming-in-rage,S2652
2844,hogtied,H23
1544,music-episode,M2123
278,discomfort,D2516
3020,abuse,A12
3109,church-service,C6261
1821,eurocopter-as350-squirrel,E6213
236,husband-wife-relationship,H2153
5539,religious-belief,R4214
3292,documentarist,D2536
3031,dog-walking,D2425
4582,improvised,I5161
4841,necklace,N242
4270,black-hair,B426
5407,hematoma,H535
1942,douglas-arizona,D2426
4452,evil-man,E145
3614,interpreter,I5361
3866,breakfast-cereal,B6212
508,gay-interest,G5362
2056,gunslinger,G5245
179,washing-machine,W2525
5859,failed-pilot,F4314
1128,redhead,R3
3794,ghost-boy,G231
4647,illegitimate-child,I4235
721,enemy,E5
2001,mexican-federale,M2513
35,cowboy-costume,C1235
33,cheat-on-husband,C3521
3055,ambition,A5135
3035,make-out-party,M2316
4433,1700s,S
1179,spontaneous-sex,S1535
2775,bail-bondsman,B4153
5628,weather-forecaster,W3616
4069,easel,E24
5301,forensic-pathology,F6521
2324,nfl,N14
4938,feast,F23
3632,tight-clothes,T2324
1825,trap,T61
1430,bills,B42
2,twitter-hashtag-in-title,T3623
2815,homeless-man,H5425
1190,police-raid,P4263
4445,crazy-man,C625
249,mother-daughter-relationship,M3632
2304,reference-to-batman,R1652
2687,stabbed-in-the-head,S3135
3666,semen,S5
5765,frontier,F6536
3280,chaos,C2
5451,australian-outback,A2364
5099,aeobics-instructor,A1252
867,body-horror,B36
5263,last-show-in-series,L2325
931,based-on-comic-book,B2352
4742,garment-district,G6532
4011,dictionary,D2356
3994,murder-victim,M6361
1107,large-family,L6215
655,abductor,A1323
4598,scullery-maid,S2465
189,dumpster,D5123
1658,old-woman,O435
4107,van,V5
2624,history-of-the-soviet-union,H2361
4344,tenant,T53
5801,garbage-can,G6125
3366,conversation,C5162
5076,terminal-illness,T6545
2816,homelessness,H5425
5213,cricket-club,C6232
5582,napoleon-bonaparte,N1451
3222,eight-word-title,E2363
5379,ford-escort,F6326
3246,bitten-hand,B353
2530,destinations,D2353
4062,city-hall,C34
1408,ponzi,P52
282,drug-use,D62
1896,probation-bracelet,P6135
2140,new-job,N21
2981,vestry,V236
5072,ill-wife,I41
2840,american-abroad,A5625
3025,elope,E41
4781,stuttering-policeman,S3652
596,sculpture,S2413
4998,dead-body-on-slab,D3135
3475,burning-effigy,B6521
1096,sex-comedy,S253
1936,stabbed-in-the-back,S3135
1086,catholic,C342
617,scone,S25
734,three-wise-men,T625
1989,trespassing,T6212
49,trivia,T61
5017,pharmacist,P6523
4931,eye-witness,E352
4343,seeing-self-in-coffin,S5241
5492,spacesuit,S123
3080,bigamy,B25
5749,singing-waitress,S5252
3803,pipe,P1
1083,teenage-pregnancy,T5216
802,heavy-metal,H1534
5481,death-valley,D314
2420,blackpool-england,B4214
621,stove,S31
89,french-resistance,F6526
4575,spanking,S1525
1663,complot,C5143
529,soccer-football,S2613
1326,debate,D13
5652,drama-episode,D6512
5888,storekeeper,S3621
5254,witness-intimidation,W3525
4514,piano,P5
4845,history-of-philosophy,H2361
2727,shot-in-the-head,S353
2732,cuba,C1
3448,massacre,M26
980,new-york,N62
4975,burglary,B6246
5643,class-project,C4216
1918,bronco,B652
1149,tv-remote,T1653
2496,ghetto,G3
217,cleavage,C412
2526,double-identity,D1435
369,futuristic,F3623
5096,scene-of-the-crime,S2513
3677,ogre,O26
2759,remote-control-airplane,R5325
367,cyberpunk,C1615
2055,false-accusation-of-murder,F4235
5048,joyriding,J6352
3033,closet,C423
1494,favor,F16
3126,viper,V16
1938,apache-indian,A1253
3496,reference-to-wordsworth,R1652
791,address-as-title,A3623
241,joy,J
1547,month-in-title,M5353
18,embarrassment,E5162
5380,guy-fawkes,G12
5520,venus-express-mission,V5216
5996,hobo,H1
2016,derringer,D6526
3744,hispanic-man,H2152
56,family-relationships,F5464
3607,wall,W4
374,rpg,R12
4355,motion-detector,M3532
3201,motorbike,M3612
4463,house-burning,H2165
715,free-running,F652
5508,saturn-the-planet,S3653
4374,light-fixture,L2312
1735,glock,G42
1568,puberty,P163
3908,supernatural-power,S1653
2507,austin-texas,A2353
2274,corset,C623
5068,alzheimer's-disease,A4256
5281,killing-a-cat,K4523
408,mutant,M353
1833,shot-in-the-foot,S3531
2581,rock-climbing,R2451
3447,manila-philippines,M5414
4309,sick-horse,S262
1632,vintage,V532
4066,cross,C62
2083,misogynist,M2523
2564,surprise-party,S6162
3530,slave,S41
1777,death-of-expectant-mother,D3121
5979,outcast,O323
5811,automation,A3535
2549,student,S353
624,whale,W4
112,undertaker,U5363
4081,hospital-room,H2134
3662,oxford-english-dictionary,O2163
5118,personal-trainer,P6254
1733,fighting,F2352
3981,breaker,B626
5107,dog-track,D2362
54,rocker,R26
4086,looking-under-a-bed,L2525
5489,rocket,R23
3883,five-year-old,F1643
4851,fishing,F252
2855,buddhist-temple,B3235
691,happiness,H152
1975,bell,B4
4960,sky,S2
4284,resentment-toward-stepson,R2535
1084,adoption,A3135
3790,dust-pan,D2315
2150,30-days,D2
1469,pretending-to-interview,P6353
1393,class-differences,C4231
935,environmental-issues,E5165
5804,treehouse,T62
1740,interrogation,I5362
3205,drug-trade,D6236
2661,death-of-mother,D3153
4142,cerebral-hemorrhage,C6164
99,mother-in-law,M3654
3499,servant,S6153
3511,dancer,D526
3192,virginity,V6253
5305,suicide-by-jumping,S2312
4660,santa-claus,S5324
4564,empire,E516
3072,love-bite,L13
5938,leak,L2
5784,secret-club,S2632
5330,crime-scene-investigation,C6525
717,leap,L1
1739,interracial-romance,I5362
3017,class-presentation,C4216
3843,murderer,M636
5178,eaten-by-a-crocodile,E3512
5654,hitchhiking,H3252
2491,time-loop,T541
1187,massage-parlor,M2164
5452,british-colonial,B6324
5227,elastic-band,E4232
5246,irishman,I625
5512,magellan-mission,M2452
2458,owl,O4
1414,society-girl,S2326
2651,wilderness,W4365
5835,latin-america,L3562
2752,loner,L56
771,weather,W36
1958,promise,P652
3295,color-in-title,C4653
204,gambling-addiction,G5145
4995,car-break-in,C6162
753,reference-to-george-clooney,R1652
4335,dead-teenager,D3526
5200,sabre,S16
2493,40-year-old,Y643
1724,dark-hero,D626
2088,dynamite,D53
3191,shredder,S636
3293,video-camera,V3256
4245,brother-brother-hug,B6361
2385,third-world,T6364
861,ancient-rome,A5253
3432,talent-show,T4532
3084,chewing-gum,C525
4164,nightgown,N2325
1456,birthday-party,B6316
4259,parapsychology,P6124
3457,crossover-episode,C6216
4298,farm-girl,F6526
1815,suicide-bomber,S2315
5902,lion-cub,L521
719,behind-enemy-lines,B5354
4725,diplomat,D1453
5666,walking-out-on-someone,W4252
3742,guitarist,G3623
4137,boot,B3
1298,illinois,I452
766,book,B2
5230,malnourushment,M4562
3631,sick,S2
2466,kerouac,K62
5689,sexual-abuse,S2412
3999,pushed-down-stairs,P2352
4971,black-cop,B421
1566,padded-bra,P316
4508,failing-business,F4521
1227,pink-panties,P5215
2315,night-court,N2326
4792,poetry-quotation,P3623
2820,jewel,J4
4027,tape-dispenser,T1321
1796,black-president,B4216
1012,head-on-collision,H3524
1438,laundromat,L5365
4824,english-teacher,E5242
