subject,<wasCreatedOnDate>,<hasLatitude>,<hasLongitude>,<hasMotto>
<ESIREM>,1991.0,47.31231,5.074101,
<ESME-Sudria>,1905.0,48.708333333333336,2.1638888888888888,
<ESMOD>,1841.0,48.8777,2.3345,
<ESPCI_ParisTech>,1882.0,48.84138888888889,2.3469444444444445,
<ESSEC_Business_School>,1907.0,49.033055555555556,2.077777777777778,You have the answer|||The pioneering spirit
<ETH_Zurich>,1855.0,47.37638888888889,8.548055555555555,
<ETH_Zurich_Faculty_of_Architecture>,1854.0,,,
<EUCLID_(university)>,2008.0,,,
<EU_Business_School>,1973.0,46.224,6.101,
<Eagle_Eye_Art_Academy>,2011.0,29.527817,-98.494471,
<Eagle_Gate_College>,1979.0,,,
<Earlham_College>,1847.0,39.82456666666667,-84.91327222222223,Vita Lux Hominum
<Earlham_School_of_Religion>,1960.0,39.826274,-84.910107,
<East_15_Acting_School>,1961.0,51.6495,0.0768,
<East_Africa_University>,1999.0,11.242222222222221,49.20194444444445,
<East_African_Civil_Aviation_Academy>,1971.0,1.7208333333333334,33.6175,
<East_Asia_Institute_(Ludwigshafen)>,1988.0,49.478611111111114,8.456388888888888,
<East_Asia_School_of_Theology>,1992.0,1.3122500000000001,103.84783333333333,
<East_Calcutta_Girl's_College>,1992.0,,,
<East_Carolina_University>,1907.0308,35.602,-77.368,Servire
<East_Carolina_University_College_of_Business>,1936.0,35.6061,-77.3652,
<East_Carolina_University_School_of_Dental_Medicine>,2006.0,,,
<East_Central_College>,1968.0,38.43123,-90.9772,
<East_Central_University>,1909.0,34.77444444444444,-96.66472222222222,
<East_China_Jiaotong_University>,1971.0,,,
<East_China_Normal_University>,1951.0,31.228055555555553,121.4,
<East_Delta_University>,2006.0,22.3217,91.8112,
<East_Georgia_State_College>,1973.0,32.59527777777778,-82.30833333333334,
<East_Kent_College>,,51.35416666666667,1.435,
<East_Los_Angeles_College>,1945.0,34.0416,-118.15,Vitam amplificare hominibus hominesque societati
<East_Mississippi_Community_College>,1927.0,,,
<East_Stroudsburg_University_of_Pennsylvania>,1893.0,40.995,-75.172,
<East_Tennessee_State_University>,1911.1002,36.30333,-82.36917,Graduation Begins Today
<East_Texas_Baptist_University>,1912.0,32.555925,-94.373191,A world of opportunity in a community of faith
<East_Ukrainian_Volodymyr_Dahl_National_University>,1920.0,48.5654,39.3787,
<East_West_University>,1996.0,23.769,90.4253,Excellence in Education
<Eastern_Arizona_College>,1888.0,32.832685,-109.762879,
<Eastern_Cape_Technikon>,1985.0,,,
<Eastern_College_Australia>,1988.0,-37.928,145.195,
<Eastern_Connecticut_State_University>,1889.0,41.71946,-72.21749,
<Eastern_Fare_Music_Foundation>,2007.0,,,
<Eastern_Florida_State_College>,1960.0,28.169972222222224,-80.66891111111111,
<Eastern_Gateway_Community_College>,1968.0,40.376334,-80.672077,
<Eastern_Idaho_Technical_College>,1969.0,43.48547,-111.98647,
<Eastern_Illinois_University>,1895.0,39.48444444444444,-88.17527777777778,
<Eastern_Institute_for_Integrated_Learning_in_Management_University>,1995.0,27.105472,88.323571,
<Eastern_Institute_of_Technology>,1975.1004,-39.5468,176.8385,
<Eastern_Kentucky_University>,1906.0,37.7341545,-84.30143419444444,Where Students and Learning Come First
<Eastern_Maine_Community_College>,1966.0,44.826,-68.744,
<Eastern_Medical_College>,2005.0,23.479,91.0733,
<Eastern_Mediterranean_University>,1979.0,35.145716,33.907079,For your international career|||پیش به سوی جهانی شدن
<Eastern_Mennonite_University>,1917.0,38.470966,-78.879519,
<Eastern_Michigan_University>,1849.0,42.250154,-83.624454,Education First
<Eastern_Michigan_University_College_of_Business>,1964.0,,,
<Eastern_Michigan_University_College_of_Education>,1959.0,,,
<Eastern_Michigan_University_College_of_Technology>,1980.0,,,
<Eastern_Nazarene_College>,1900.0925,42.27098983333333,-71.011891,"Via, Veritas, Vita"
<Eastern_New_Mexico_University>,1927.0,34.176944444444445,-103.34861111111111,
<Eastern_Oregon_University>,1929.0,45.32,-118.092,
"<Eastern_Polytechnic,_Port_Harcourt>",2008.0,,,Where Tradition Meets Innovation
<Eastern_Polytechnic>,2001.0,,,
<Eastern_Samar_State_University>,1960.0,,,
"<Eastern_University,_Sri_Lanka>",1981.0801,7.797611111111111,81.582,Per ardua ad scientiam
<Eastern_University_(Bangladesh)>,2003.0,23.7428,90.3806,Distinction in Education
<Eastern_University_(United_States)>,1925.0,40.0517,-75.3706,
<Eastern_Virginia_Medical_School>,1973.0,36.86055555555556,-76.30252222222222,
<Eastern_Visayas_Regional_Science_High_School>,1994.0,8.471,124.68,Scientia Et Virtus
<Eastern_Visayas_State_University>,1907.0,,,
<Eastern_Washington_University>,1882.0403,47.491602,-117.584417,Start Something Big
<Eastern_Wyoming_College>,1948.0,,,
<Eastfield_College>,1970.0,32.815289,-96.659691,
<Eastleigh_College>,,50.962,-1.359,Learning for Success
<Eastman_School_of_Music>,1921.0,43.157675,-77.60143888888888,
<Easton_&_Otley_College>,,52.6446,1.1611,
<Eastwood_Local_School_District>,,41.450833333333335,-83.485,Tradition of Excellence
<East–West_University>,1980.0,41.871316,-87.624454,Excellence and Service
<Easwari_Engineering_College>,1996.0,12.986666666666666,79.97194444444445,
<Eben-Ezer_University_of_Minembwe>,2011.0,-3.830275,28.819155,
<Eberly_College_of_Science>,1859.0,,,
<Eberswalde_University_for_Sustainable_Development>,1830.0,,,
<Ebony_College_Luwero>,2002.0,,,Wisdom is the key
<Ebonyi_State_University>,1999.0,6.333333333333333,8.1,
<Ecclesia_College>,1975.0,36.21409,-94.23677,
<Eckerd_College>,1958.0,27.717097222222222,-82.68840555555556,
<Eckernforde_Tanga_University>,2010.0,,,Academic and Professional Excellence
<Ecole_Nationale_Superieure_des_Sciences_de_l'information_et_des_Bibliotheques>,,45.7802,4.8629,
<Ecole_Polytechnique_de_l'Université_d'Orléans>,2002.0,47.8425,1.92861,Relevons les défis de demain
<Ecole_Supérieure_Multinationale_des_Télécommunications>,1981.0,,,
<Ecole_et_Observatoire_des_Sciences_de_la_Terre>,1997.0,48.57972222222222,7.7619444444444445,
<Ecole_supérieure_d'informatique_réseaux_et_systèmes_d'information>,1988.0,49.0412,2.0291,
<Ecotech_Institute>,2010.04,39.69133,-104.82683,
<Ecumenical_Christian_Centre>,1963.0,,,For the unity of humankind
<Eden_Mohila_College>,1873.0,23.7284,90.3875,
<Eden_Theological_Seminary>,1850.0,38.5927,-90.3455,
<Edge_Hill_University>,1885.0,53.559999999999995,-2.8733333333333335,In knowledge there is opportunity|||In Scientia Opportunitas|||Scientia Opportunitas
<Edgehill_Theological_College>,1926.0,,,
<Edgewood_College>,1927.0,43.057922,-89.422919,Cor ad Cor Loquitur
<Edinboro_University_of_Pennsylvania>,1857.0,41.87,-80.122,
<Edinburgh_Business_School>,1997.0,55.909,-3.321,
<Edinburgh_College>,2012.0,,,
<Edinburgh_College_of_Art>,1760.0,55.945188888888886,-3.1982,
<Edinburgh_International_College>,2010.0,,,
<Edinburgh_Law_School>,1707.0,55.94738888888889,-3.187194444444444,
<Edinburgh_Napier_University>,1992.0,,,Nisi sapientia frustra
<Edinburgh_Theological_Seminary>,1843.0,55.95008333333334,-3.195583333333333,
<Edison_State_Community_College>,1973.0,40.1581,-84.2124,
<Edith_Cowan_University>,1991.0,-31.751799,115.77281,Freedom Through Knowledge
<Edmonds_Community_College>,1967.0,47.81583333333333,-122.32777777777777,
<Edmonton_Normal_School>,1920.0,,,
"<Edo_University,_Iyamho>",2016.0,,,
<Edogawa_University>,1990.0,35.87457777777778,139.93711666666667,
<Eduardo_Mondlane_University>,1962.0821,-25.9667,32.5833,
<Educacentre_College>,1976.0,49.445005555555554,-123.21079722222223,
<Education_University_of_Hong_Kong>,1994.0,22.4689,114.194,
<Edward_R._Murrow_College_of_Communication>,2008.0,46.73083333,-117.16694444,
<Edward_Via_College_of_Osteopathic_Medicine>,2001.0,37.1989,-80.406,
<Edward_Waters_College>,1866.0,30.3453,-81.6847,
<Edwards_School_of_Business>,1914.0,52.133291666666665,-106.63842777777778,
<Eelo_University>,2007.0,,,
<Effat_University>,1999.0,,,Aspire to Achieve
<Egaa_Gymnasium>,2006.0,56.124307,10.161626,
<Ege_University>,1955.0,38.4539,27.2117,
<Egerton_University>,1939.0,-0.3697222222222222,35.93277777777777,Transforming life through quality education|||Verandert het leven door hoogwaardig onderwijs
<Egra_Sarada_Shashi_Bhusan_College>,1968.0,,,
<Egypt_Nanotechnology_Center>,2009.07,,,
<Egyptian_Air_Academy>,1951.0,,,
<Egyptian_Military_Academy>,1811.0,30.1096,31.3585,
<Egyptian_Naval_Academy>,1946.1,,,
<Egyptian_Russian_University>,2006.0,30.142222222222223,31.71861111111111,
<Egyptian_e-Learning_University>,2008.08,30.0378,31.2168,
<Ehime_Prefectural_University_of_Health_Science>,1988.0,33.780238,132.797582,
<Ehime_University>,1949.05,33.85,132.7711111111111,
<Eindhoven_University_of_Technology>,1956.0623,51.448055555555555,5.489722222222222,Mens Agitat Molem
<Ekiti_State_University>,1982.0,7.7211748,5.2575319,
<El_Asher_University>,2009.0,,,
<El_Bosque_University>,1977.0727,,,
<El_Camino_College>,1947.0,33.885881,-118.330457,
<El_Camino_College_Compton_Center>,1927.0,33.8775,-118.21083333333334,
<El_Centro_College>,1966.0,,,
<El_Colegio_de_México>,1940.1008,19.30388888888889,-99.20777777777778,
<El_Imam_El_Mahdi_University>,1994.0,,,
<El_Paso_Community_College>,1972.0,,,
<El_Shorouk_Academy>,1995.0,,,
<El_homaydat>,,,,
<Eldorado_College>,1961.0,,,
<Eleanor_Mann_School_of_Nursing>,,36.072,-94.17959,
<Electric_Power_University>,2006.0,21.0468,105.7851,
<Electronic_Engineering_Polytechnic_Institute_of_Surabaya>,1988.0602,,,Bridge to the Future
<Elevated_Learning_Academy>,2011.0,,,
<Elgin_Community_College>,1949.011,42.018055555555556,-88.32222222222222,
<Eli_Broad_College_of_Business>,1953.0,42.723387,-84.481366,
"<Eliezer_Joldan_Memorial_College_Leh,_Ladakh>",2003.0,,,
<Elim_Bible_Institute>,1924.0,42.90838888888889,-77.61358333333332,
<Elisabeth_University_of_Music>,1948.0,34.395583333333335,132.46777777777777,
<Elizabeth_City_State_University>,1891.0,36.2812,-76.21512,To Live is to Learn
<Elizabeth_Seton_College>,1961.0,,,
<Elizabethtown_College>,1899.0,40.15,-76.5919444,Educate for Service
<Elizade_University>,2013.0,,,Pragmatic Innovation for Development
<Eller_College_of_Management>,1913.0,32.23701,-110.95439,Bear Down
<Elliott_School_of_International_Affairs>,1898.0,38.8961,-77.0447,Deus Nobis Fiducia
<Ellis_University>,1999.0,,,Aliter Cogitare Aude
<Elmezzi_Graduate_School_of_Molecular_Medicine>,1996.0,,,
<Elmhurst_College>,1871.0,41.89611111111111,-87.94611111111111,In Lumine Tuo Videbimus Lumen
<Elmira_College>,1855.0,42.0966,-76.816,
<Elms_College>,1928.0,42.14226388888889,-72.60138888888888,Viam Veritatis Elegi
<Elmwood_Local_School_District>,,41.169444444444444,-83.55277777777778,
<Elon_University>,1889.0,36.1071867,-79.5013207,Numen Lumen
<Elphinstone_College>,1856.0,18.9271,72.8312,
<Elsie_K._Powell_House>,,42.42333333333333,-73.5736111111111,
<Elson_S._Floyd_College_of_Medicine>,2015.0,47.661,-117.406,
<Emanuel_University>,1989.0,,,Integrity and excellence
<Embry-Riddle_Aeronautical_University_Asia>,2011.0,,,
"<Embry–Riddle_Aeronautical_University,_Daytona_Beach>",1926.0,29.18857,-81.04871,
"<Embry–Riddle_Aeronautical_University,_Prescott>",1978.0,34.61449,-112.445969,
<Embry–Riddle_Aeronautical_University>,1926.0,29.18857,-81.04871,
<Emergency_Management_Institute>,1951.0401,39.69444444444444,-77.32833333333333,
<Emerging_Pathogens_Institute>,2007.0,,,
<Emerson_College>,1880.0,42.351807,-71.065994,Expression Necessary to Evolution|||Bringing Innovation to Communication and the Arts
<Emiliano_Tria_Tirona_Memorial_National_High_School>,1949.0,14.441,120.90911111111112,
<Emilio_Aguinaldo_College>,1973.0,14.582502777777778,120.98656944444444,
<Emily_McPherson_College_of_Domestic_Economy>,1927.0,-37.8073,144.9653,
<Emirates_College_of_Technology>,1993.0,24.5,54.5,We Prepare for Future Careers
<Emmanuel_Bible_College>,1940.0,43.43458333333333,-80.44080833333334,
"<Emmanuel_College,_Toronto>",1928.0,43.666666666666664,-79.39277777777778,
<Emmanuel_College_(Georgia)>,1919.0,34.282,-83.148,Deus Nobiscum
<Emmanuel_College_(Massachusetts)>,1919.0,42.340947222222226,-71.1032,God with us
<Emmaus_Bible_College_(Iowa)>,1941.0,42.509,-90.706,
<Emory_Center_for_Alternative_Investments>,2008.0,33.79005,-84.321424,
<Emory_University>,1836.0,33.79111111111111,-84.32333333333332,Cor prudentis possedibit scientia|||Cor prudentis possidebit scientiam
<Emory_University_School_of_Medicine>,1854.0,33.793888,-84.322069,
<Emperor's_College>,1983.0,34.030277777777776,-118.48472222222222,
<Empire_College>,1961.0,38.4679,-122.7291,
<Empire_State_College>,1971.0,43.0777,-73.7826,
<Employees_State_Insurance_Corporation_Medical_College>,2013.0,,,
<Emporia_State_University>,1863.0307,38.416023,-96.179584,
<Empresarial_University_of_Costa_Rica>,1997.0,,,Opportunitas
<Endeavour_College_of_Natural_Health>,1975.0,,,
<Enderun_Colleges>,2005.0,,,
<Endicott_College>,1939.0,42.55197222222222,-70.84263888888889,
<Energy_Delta_Institute>,2002.0,,,
<Enghelāb-e_Eslāmi_Technical_College>,1988.0,35.6585,51.3329,
<Engineering_Institute_of_Technology>,2008.0,,,
<Englewood_Cliffs_College>,1962.0,40.72833,-74.07167,Quis Ut Deus
<Englewood_High_School_(Jacksonville)>,1956.0,30.277723,-81.610791,
"<English_College,_Douai>",1561.0,,,
<English_Nanny_&_Governess_School>,1984.0,,,Education Begins at Birth
<Enniskillen_Collegiate_Grammar_School>,1931.0,,,
<Ensenada_Institute_of_Technology>,1997.0,,,Por la Tecnología de Hoy y del Futuro|||For today and future technology
<Enterprise_State_Community_College>,1965.0,31.298,-85.837,Go Weld
<Entertainment_Technology_Center>,1999.0,40.43184,-79.96192,
<Enverga_University>,1947.0211,13.949444444444445,121.62194444444444,Pro Deo Et Patria
<Environmental_Campus_Birkenfeld>,1996.0,49.60777777777778,7.169166666666667,Umwelt macht Karriere
<Epic_Bible_College>,1974.0,38.64516666666667,-121.36263888888888,
<Episcopal_Divinity_School>,1974.0,42.37756944444445,-71.12540277777777,
<Epitech>,1999.0,48.81527777777777,2.3630555555555555,The school of expertise in computer science
<Epoka_University>,2007.0,41.40472222222222,19.705277777777777,
<Eqrem_Çabej_University>,1968.0,40.0825,20.136944444444445,
"<Era_University,_Lucknow>",,26.878235,80.872679,
<Erasmus_University_College>,2013.0,,,The E is for Excellence
<Erasmus_University_Rotterdam>,1913.0,51.918055555555554,4.525833333333333,Make it happen
<Erasmushogeschool_Brussel>,1995.0,50.7998,4.4151,Pluralistisch
<Erciyes_University>,1978.0,38.704602,35.52352,
<Erie_Community_College>,1946.0,42.95932,-78.721536,
<Erikson_Institute>,1966.0,,,
<Eritrea_Institute_of_Technology>,2003.0,15.243,38.775,
<Erivan_K._Haub_School_of_Business>,1927.0,39.9959,-75.2362,
<Ernest_Mario_School_of_Pharmacy>,1892.0,40.52293,-74.46743,Sol iustitiae et occidentem illustra
<Ernestown_Secondary_School>,1959.0,,,Amor Doctrinae Floreat
<Ernst-Abbe-Hochschule_Jena>,1991.1001,50.9189,11.5692,
<Ernst_Busch_Academy_of_Dramatic_Arts>,1951.0,52.453611111111115,13.521944444444445,
<Erode_Arts_College>,1971.0,11.301477,77.698132,
<Erskine_College>,1839.0,34.33047777777778,-82.39045277777778,Scienta cum Moribus Conjuncta
<Erskine_Theological_Seminary>,1837.0,34.331388888888895,-82.39027777777778,
<Erwin_Technical_Center>,1925.0,27.9972,-82.4358,
<Erzurum_Technical_University>,2010.0,,,
<Esa_Unggul_University>,1993.0,,,
<Escola_Bahiana_de_Medicina_e_Saúde_Pública>,1952.0,,,
<Escola_Brasileira_de_Administração_Pública_e_de_Empresas>,1952.0,-22.942072,-43.179424,
<Escola_Superior_Náutica_Infante_Dom_Henrique>,1924.0,,,
<Escola_Superior_de_Ciências_Empresariais_(Setúbal)>,1994.1219,,,
<Escola_Superior_de_Propaganda_e_Marketing>,1951.0,,,
<Escuela_Bancaria_y_Comercial>,1929.0,,,La Escuela Mexicana de Negocios
<Escuela_Colombiana_de_Ingeniería>,1972.102,4.782222222222222,-74.04388888888889,
<Escuela_Nacional_Preparatoria>,1868.0,19.390277777777776,-99.16777777777779,
<Escuela_Nacional_de_Artes_Plásticas_\u0022Rafael_Rodríguez_Padilla\u0022>,1920.0,,,
<Escuela_Naval_Militar>,1943.0,42.3946,-8.70535,
<Escuela_Normal_Miguel_F._Martínez>,1870.1123,,,
<Escuela_Normal_Superior_Moíses_Sáenz_Garza>,1961.0,,,
<Escuela_Politécnica_Superior_de_Linares>,1976.0,,,Una apuesta de futuro
<Escuela_Politécnica_del_Ejército>,1922.0,-0.3148611111111111,-78.44347222222223,
<Escuela_Superior_Politecnica_del_Litoral>,1958.1029,-2.149722222222222,-79.96000000000001,
<Escuela_Superior_de_Economia_y_Negocios>,1994.0,,,
<Escuela_de_Arte_Eladio_Vélez_(Itagüí)>,1979.0121,,,
<Escuela_de_Artes_Plásticas_y_Diseño_de_Puerto_Rico>,1965.0,18.467741,-66.121293,
<Escuela_de_Periodismo_Carlos_Septién_García>,1949.053,19.436944444444446,-99.14861111111112,
<Eskişehir_Osmangazi_University>,1993.0818,,,
<Esslingen_University_of_Applied_Sciences>,1868.0,48.738055555555555,9.31102777777778,Nah an Mensch und Technik
<Eston_College>,1944.0,51.15,-105.8,To Know the Scriptures and the Power of God
<Estonian_Academy_of_Arts>,1914.0,59.43509722222222,24.75855,
<Estonian_Academy_of_Sciences>,1938.0,,,Facta non solum verba
<Estonian_Aviation_Academy>,1993.0413,58.3107,26.6936,Viribus unitis ad altitudines
<Estonian_Business_School>,1988.0,59.43222222222222,24.756666666666668,
<Estonian_Information_Technology_College>,2000.0,59.39555555555555,24.66444444444444,
<Estonian_Maritime_Academy>,1919.0,59.46170555555556,24.666549999999997,
<Estonian_National_Defence_College>,1919.0,58.373511111111114,26.722430555555555,
<Estonian_University_of_Life_Sciences>,1632.0,58.38805555555555,26.697222222222223,
<Estrella_Mountain_Community_College>,1992.0,33.4804049,-112.3434632,
<Estácio_S.A.>,1970.0,,,
<Eszterházy_Károly_University>,1774.0,,,
<Eta_College>,1983.0101,-33.97222222222222,18.481388888888887,
<Eternal_University>,2008.0,,,World Peace through Value based Education
<Eternity_Bible_College>,2004.0,,,
<Ethiopian_Adventist_College>,1947.0,,,
<Ethiopian_Civil_Service_University>,1995.0,9.0222,38.8344,
<Ethiraj_College_for_Women>,1948.0,,,
<Etisalat_University_College>,1989.0,,,
<Eton_College>,1440.0,,,Floreat Etona|||May Eton flourish
<Eton_College_(Vancouver)>,2003.0,,,Eton Grads Excel
<Eugene_Lang_College_The_New_School_for_Liberal_Arts>,1985.0,40.735,-73.997,
<Eugeniusz_Geppert_Academy_of_Fine_Arts>,1946.0,51.11138888888889,17.04361111111111,
<Eulji_University>,1967.0,,,
<Eurasia_International_University>,1996.0,40.20838333333334,44.530947222222224,
<Eurecom>,1991.0,43.614376,7.07045,
<Eureka_College>,1855.0,40.714,-89.268,The Moment of Discovery
<Euro_College>,,42.139,21.7188,
<Euro_Tech_Maritime_Academy>,2005.0,,,Strength to Seafarers
<Euroinnova_Business_School_USA>,2000.0,,,
<Europa-Institut>,1951.0,49.255556,7.041667,
<Europe_Asia_Business_School>,2008.0,,,Innovations that Lead to Better Development
<European_Academy_of_Music_Theatre>,1992.0526,,,
<European_BEST_Engineering_Competition>,2009.0,,,
<European_Business_School_London>,1979.0,51.52583333333333,-0.155,
<European_Business_School_Paris>,1967.0,48.84444444444445,2.2575,
<European_Center_for_Advanced_International_Studies>,1999.0,48.846232,2.328815,
<European_College_of_Parma>,1988.0,,,
<European_Confederation_of_Independent_Trade_Unions>,1990.0,,,
<European_Cross_Media_Academy>,2012.0,,,
<European_Film_College>,1993.0,56.193888888888885,10.691666666666666,
<European_Graduate_School>,1994.0,46.11457,7.92939,
<European_Humanities_University>,1992.0,54.6825,25.287222222222223,
<European_Institute_of_Education>,2000.0,,,
<European_Master_in_Management>,2007.0,,,
<European_Peace_University>,1988.0,,,
<European_Polytechnical_University>,2010.0,42.6108,23.0403,
<European_School_of_Economics>,1994.0,,,visibilia ex invisibilibus
<European_Union_Centre_in_Taiwan>,2009.0,,,
<European_University-Republic_of_Macedonia>,,41.994166666666665,21.424166666666668,
<European_University_Cyprus>,1961.0,,,Here for Good
<European_University_Institute>,1976.0,43.80277777777778,11.28277777777778,
